id,Promyelocyte,Myelocyte,Monoblast,Lymphocyte,Metamyelocyte,Myeloblast,Erythroblast,Lymphoblast,Granulocyte,Plasma cell,erythrocyte,Monocyte,Megakaryozyt
15487,1,0,0,0,0,0,0,0,0,0,0,0,0
15472,0,0,0,0,0,0,1,0,0,0,0,0,0
15517,1,0,0,0,0,0,0,0,0,0,0,0,0
15541,1,0,0,0,0,0,0,0,0,0,0,0,0
15433,1,0,0,0,0,0,0,0,0,0,0,0,0
15514,1,0,0,0,0,0,0,0,0,0,0,0,0
15491,0,0,0,1,0,0,0,0,0,0,0,0,0
15473,0,0,0,0,1,0,0,0,0,0,0,0,0
15379,0,1,0,0,0,0,0,0,0,0,0,0,0
15493,1,0,0,0,0,0,0,0,0,0,0,0,0
15367,1,0,0,0,0,0,0,0,0,0,0,0,0
15494,1,0,0,0,0,0,0,0,0,0,0,0,0
15504,1,0,0,0,0,0,0,0,0,0,0,0,0
15402,1,0,0,0,0,0,0,0,0,0,0,0,0
15452,0,0,0,0,1,0,0,0,0,0,0,0,0
15496,1,0,0,0,0,0,0,0,0,0,0,0,0
15492,1,0,0,0,0,0,0,0,0,0,0,0,0
15431,1,0,0,0,0,0,0,0,0,0,0,0,0
15385,1,0,0,0,0,0,0,0,0,0,0,0,0
15456,1,0,0,0,0,0,0,0,0,0,0,0,0
15426,0,0,0,0,1,0,0,0,0,0,0,0,0
15403,0,0,0,0,0,1,0,0,0,0,0,0,0
15356,1,0,0,0,0,0,0,0,0,0,0,0,0
15388,0,0,0,0,1,0,0,0,0,0,0,0,0
15354,1,0,0,0,0,0,0,0,0,0,0,0,0
15399,1,0,0,0,0,0,0,0,0,0,0,0,0
15398,0,1,0,0,0,0,0,0,0,0,0,0,0
15411,1,0,0,0,0,0,0,0,0,0,0,0,0
15351,1,0,0,0,0,0,0,0,0,0,0,0,0
15348,1,0,0,0,0,0,0,0,0,0,0,0,0
15362,0,0,0,0,0,1,0,0,0,0,0,0,0
15361,1,0,0,0,0,0,0,0,0,0,0,0,0
15416,1,0,0,0,0,0,0,0,0,0,0,0,0
15425,1,0,0,0,0,0,0,0,0,0,0,0,0
15401,1,0,0,0,0,0,0,0,0,0,0,0,0
15358,1,0,0,0,0,0,0,0,0,0,0,0,0
15353,1,0,0,0,0,0,0,0,0,0,0,0,0
15404,1,0,0,0,0,0,0,0,0,0,0,0,0
15447,1,0,0,0,0,0,0,0,0,0,0,0,0
15489,1,0,0,0,0,0,0,0,0,0,0,0,0
15400,1,0,0,0,0,0,0,0,0,0,0,0,0
15372,1,0,0,0,0,0,0,0,0,0,0,0,0
15382,1,0,0,0,0,0,0,0,0,0,0,0,0
15544,1,0,0,0,0,0,0,0,0,0,0,0,0
15383,1,0,0,0,0,0,0,0,0,0,0,0,0
15547,1,0,0,0,0,0,0,0,0,0,0,0,0
15347,1,0,0,0,0,0,0,0,0,0,0,0,0
15406,1,0,0,0,0,0,0,0,0,0,0,0,0
15405,1,0,0,0,0,0,0,0,0,0,0,0,0
15373,0,1,0,0,0,0,0,0,0,0,0,0,0
15435,0,0,0,0,1,0,0,0,0,0,0,0,0
15412,0,0,0,0,0,1,0,0,0,0,0,0,0
15497,1,0,0,0,0,0,0,0,0,0,0,0,0
15482,0,1,0,0,0,0,0,0,0,0,0,0,0
15524,1,0,0,0,0,0,0,0,0,0,0,0,0
15436,0,0,0,0,0,1,0,0,0,0,0,0,0
15539,1,0,0,0,0,0,0,0,0,0,0,0,0
15423,1,0,0,0,0,0,0,0,0,0,0,0,0
15551,1,0,0,0,0,0,0,0,0,0,0,0,0
15390,0,0,0,0,0,1,0,0,0,0,0,0,0
15381,1,0,0,0,0,0,0,0,0,0,0,0,0
15418,1,0,0,0,0,0,0,0,0,0,0,0,0
15427,1,0,0,0,0,0,0,0,0,0,0,0,0
15443,0,1,0,0,0,0,0,0,0,0,0,0,0
15457,1,0,0,0,0,0,0,0,0,0,0,0,0
15432,0,0,0,0,0,1,0,0,0,0,0,0,0
15357,1,0,0,0,0,0,0,0,0,0,0,0,0
15421,1,0,0,0,0,0,0,0,0,0,0,0,0
15442,0,1,0,0,0,0,0,0,0,0,0,0,0
15365,0,0,0,0,0,1,0,0,0,0,0,0,0
15350,1,0,0,0,0,0,0,0,0,0,0,0,0
15386,0,1,0,0,0,0,0,0,0,0,0,0,0
15511,1,0,0,0,0,0,0,0,0,0,0,0,0
15465,1,0,0,0,0,0,0,0,0,0,0,0,0
15391,1,0,0,0,0,0,0,0,0,0,0,0,0
15434,0,0,0,0,0,1,0,0,0,0,0,0,0
15370,0,0,0,0,0,1,0,0,0,0,0,0,0
15371,1,0,0,0,0,0,0,0,0,0,0,0,0
15486,1,0,0,0,0,0,0,0,0,0,0,0,0
15469,1,0,0,0,0,0,0,0,0,0,0,0,0
15430,0,0,0,0,0,1,0,0,0,0,0,0,0
15377,1,0,0,0,0,0,0,0,0,0,0,0,0
15440,1,0,0,0,0,0,0,0,0,0,0,0,0
15484,1,0,0,0,0,0,0,0,0,0,0,0,0
15349,1,0,0,0,0,0,0,0,0,0,0,0,0
15396,1,0,0,0,0,0,0,0,0,0,0,0,0
17204,1,0,0,0,0,0,0,0,0,0,0,0,0
17193,1,0,0,0,0,0,0,0,0,0,0,0,0
17118,0,0,1,0,0,0,0,0,0,0,0,0,0
17022,1,0,0,0,0,0,0,0,0,0,0,0,0
17271,0,0,0,0,1,0,0,0,0,0,0,0,0
17085,0,0,0,0,0,0,1,0,0,0,0,0,0
17160,1,0,0,0,0,0,0,0,0,0,0,0,0
17036,0,0,0,0,0,1,0,0,0,0,0,0,0
17090,0,0,0,0,0,1,0,0,0,0,0,0,0
17151,1,0,0,0,0,0,0,0,0,0,0,0,0
17244,1,0,0,0,0,0,0,0,0,0,0,0,0
17072,1,0,0,0,0,0,0,0,0,0,0,0,0
17082,0,0,0,0,0,0,1,0,0,0,0,0,0
17223,0,0,0,0,0,0,1,0,0,0,0,0,0
17261,0,0,1,0,0,0,0,0,0,0,0,0,0
17049,0,0,0,0,0,1,0,0,0,0,0,0,0
17078,1,0,0,0,0,0,0,0,0,0,0,0,0
17161,1,0,0,0,0,0,0,0,0,0,0,0,0
17069,1,0,0,0,0,0,0,0,0,0,0,0,0
17077,0,1,0,0,0,0,0,0,0,0,0,0,0
17095,0,1,0,0,0,0,0,0,0,0,0,0,0
17137,1,0,0,0,0,0,0,0,0,0,0,0,0
17010,0,0,0,0,0,1,0,0,0,0,0,0,0
17243,1,0,0,0,0,0,0,0,0,0,0,0,0
17038,0,1,0,0,0,0,0,0,0,0,0,0,0
17089,1,0,0,0,0,0,0,0,0,0,0,0,0
17148,0,0,0,0,0,1,0,0,0,0,0,0,0
17167,1,0,0,0,0,0,0,0,0,0,0,0,0
17055,0,0,0,0,1,0,0,0,0,0,0,0,0
17183,1,0,0,0,0,0,0,0,0,0,0,0,0
17135,1,0,0,0,0,0,0,0,0,0,0,0,0
17245,0,0,0,0,0,1,0,0,0,0,0,0,0
17196,1,0,0,0,0,0,0,0,0,0,0,0,0
17159,1,0,0,0,0,0,0,0,0,0,0,0,0
17221,0,1,0,0,0,0,0,0,0,0,0,0,0
17249,0,0,0,0,1,0,0,0,0,0,0,0,0
17012,0,0,0,0,0,1,0,0,0,0,0,0,0
17071,0,0,0,0,0,1,0,0,0,0,0,0,0
17109,0,0,0,0,1,0,0,0,0,0,0,0,0
17043,0,0,0,0,0,1,0,0,0,0,0,0,0
17101,1,0,0,0,0,0,0,0,0,0,0,0,0
17060,0,0,0,0,0,0,1,0,0,0,0,0,0
17094,1,0,0,0,0,0,0,0,0,0,0,0,0
17040,1,0,0,0,0,0,0,0,0,0,0,0,0
17184,1,0,0,0,0,0,0,0,0,0,0,0,0
17199,0,0,0,0,1,0,0,0,0,0,0,0,0
17246,0,0,0,0,0,0,1,0,0,0,0,0,0
17027,1,0,0,0,0,0,0,0,0,0,0,0,0
17035,0,1,0,0,0,0,0,0,0,0,0,0,0
17105,0,1,0,0,0,0,0,0,0,0,0,0,0
17091,1,0,0,0,0,0,0,0,0,0,0,0,0
17194,1,0,0,0,0,0,0,0,0,0,0,0,0
17134,0,0,0,0,0,0,1,0,0,0,0,0,0
17256,0,0,0,0,0,0,1,0,0,0,0,0,0
17009,1,0,0,0,0,0,0,0,0,0,0,0,0
17178,1,0,0,0,0,0,0,0,0,0,0,0,0
17064,0,0,0,0,1,0,0,0,0,0,0,0,0
17070,1,0,0,0,0,0,0,0,0,0,0,0,0
17189,1,0,0,0,0,0,0,0,0,0,0,0,0
17019,0,0,0,0,0,1,0,0,0,0,0,0,0
17096,1,0,0,0,0,0,0,0,0,0,0,0,0
17145,0,0,0,0,1,0,0,0,0,0,0,0,0
17187,1,0,0,0,0,0,0,0,0,0,0,0,0
17203,1,0,0,0,0,0,0,0,0,0,0,0,0
17023,1,0,0,0,0,0,0,0,0,0,0,0,0
17195,1,0,0,0,0,0,0,0,0,0,0,0,0
17190,0,0,0,0,0,1,0,0,0,0,0,0,0
17048,1,0,0,0,0,0,0,0,0,0,0,0,0
17003,0,0,0,0,0,1,0,0,0,0,0,0,0
17198,1,0,0,0,0,0,0,0,0,0,0,0,0
17044,1,0,0,0,0,0,0,0,0,0,0,0,0
17100,0,0,0,0,0,1,0,0,0,0,0,0,0
17232,1,0,0,0,0,0,0,0,0,0,0,0,0
17142,0,1,0,0,0,0,0,0,0,0,0,0,0
17083,1,0,0,0,0,0,0,0,0,0,0,0,0
17169,1,0,0,0,0,0,0,0,0,0,0,0,0
17138,0,0,0,0,0,0,1,0,0,0,0,0,0
17114,1,0,0,0,0,0,0,0,0,0,0,0,0
17068,1,0,0,0,0,0,0,0,0,0,0,0,0
17054,1,0,0,0,0,0,0,0,0,0,0,0,0
17211,1,0,0,0,0,0,0,0,0,0,0,0,0
17097,1,0,0,0,0,0,0,0,0,0,0,0,0
17007,0,0,0,0,0,1,0,0,0,0,0,0,0
17207,1,0,0,0,0,0,0,0,0,0,0,0,0
17104,1,0,0,0,0,0,0,0,0,0,0,0,0
17031,1,0,0,0,0,0,0,0,0,0,0,0,0
17028,0,1,0,0,0,0,0,0,0,0,0,0,0
17226,1,0,0,0,0,0,0,0,0,0,0,0,0
17172,0,0,0,0,1,0,0,0,0,0,0,0,0
17037,0,0,0,0,1,0,0,0,0,0,0,0,0
17081,0,1,0,0,0,0,0,0,0,0,0,0,0
17228,1,0,0,0,0,0,0,0,0,0,0,0,0
17074,0,0,0,0,0,1,0,0,0,0,0,0,0
17170,0,0,0,0,0,1,0,0,0,0,0,0,0
17144,0,0,0,0,1,0,0,0,0,0,0,0,0
17026,1,0,0,0,0,0,0,0,0,0,0,0,0
17030,0,0,0,0,0,1,0,0,0,0,0,0,0
17255,1,0,0,0,0,0,0,0,0,0,0,0,0
17201,0,0,0,0,1,0,0,0,0,0,0,0,0
17227,0,0,0,0,1,0,0,0,0,0,0,0,0
17230,1,0,0,0,0,0,0,0,0,0,0,0,0
17111,1,0,0,0,0,0,0,0,0,0,0,0,0
17119,1,0,0,0,0,0,0,0,0,0,0,0,0
17017,0,0,0,0,0,1,0,0,0,0,0,0,0
17126,1,0,0,0,0,0,0,0,0,0,0,0,0
17087,0,0,0,0,1,0,0,0,0,0,0,0,0
17156,1,0,0,0,0,0,0,0,0,0,0,0,0
17041,1,0,0,0,0,0,0,0,0,0,0,0,0
17014,1,0,0,0,0,0,0,0,0,0,0,0,0
17240,1,0,0,0,0,0,0,0,0,0,0,0,0
17238,1,0,0,0,0,0,0,0,0,0,0,0,0
18854,0,0,0,0,0,0,1,0,0,0,0,0,0
18935,1,0,0,0,0,0,0,0,0,0,0,0,0
18831,0,0,0,0,0,0,1,0,0,0,0,0,0
18822,0,0,0,0,0,1,0,0,0,0,0,0,0
18884,1,0,0,0,0,0,0,0,0,0,0,0,0
18773,1,0,0,0,0,0,0,0,0,0,0,0,0
18754,1,0,0,0,0,0,0,0,0,0,0,0,0
18767,1,0,0,0,0,0,0,0,0,0,0,0,0
18766,1,0,0,0,0,0,0,0,0,0,0,0,0
18850,0,0,0,0,1,0,0,0,0,0,0,0,0
18840,1,0,0,0,0,0,0,0,0,0,0,0,0
18811,1,0,0,0,0,0,0,0,0,0,0,0,0
18820,0,0,0,0,0,1,0,0,0,0,0,0,0
18776,1,0,0,0,0,0,0,0,0,0,0,0,0
18756,1,0,0,0,0,0,0,0,0,0,0,0,0
18793,1,0,0,0,0,0,0,0,0,0,0,0,0
18790,0,0,0,0,0,1,0,0,0,0,0,0,0
18802,0,0,0,0,0,1,0,0,0,0,0,0,0
18781,0,0,0,0,0,1,0,0,0,0,0,0,0
18907,0,0,0,0,0,0,1,0,0,0,0,0,0
18855,0,0,0,0,0,0,1,0,0,0,0,0,0
18770,1,0,0,0,0,0,0,0,0,0,0,0,0
18889,1,0,0,0,0,0,0,0,0,0,0,0,0
18913,1,0,0,0,0,0,0,0,0,0,0,0,0
18834,1,0,0,0,0,0,0,0,0,0,0,0,0
18823,1,0,0,0,0,0,0,0,0,0,0,0,0
18819,1,0,0,0,0,0,0,0,0,0,0,0,0
18805,0,0,0,0,0,1,0,0,0,0,0,0,0
18832,0,0,0,0,0,1,0,0,0,0,0,0,0
18799,0,0,0,0,0,0,0,1,0,0,0,0,0
18851,1,0,0,0,0,0,0,0,0,0,0,0,0
18849,1,0,0,0,0,0,0,0,0,0,0,0,0
18771,1,0,0,0,0,0,0,0,0,0,0,0,0
18782,1,0,0,0,0,0,0,0,0,0,0,0,0
18919,0,0,0,0,0,0,1,0,0,0,0,0,0
18859,1,0,0,0,0,0,0,0,0,0,0,0,0
18826,1,0,0,0,0,0,0,0,0,0,0,0,0
18893,0,0,0,0,0,0,1,0,0,0,0,0,0
18916,0,0,0,0,1,0,0,0,0,0,0,0,0
18772,0,0,0,0,0,1,0,0,0,0,0,0,0
18758,1,0,0,0,0,0,0,0,0,0,0,0,0
18779,1,0,0,0,0,0,0,0,0,0,0,0,0
18778,1,0,0,0,0,0,0,0,0,0,0,0,0
18908,1,0,0,0,0,0,0,0,0,0,0,0,0
18759,1,0,0,0,0,0,0,0,0,0,0,0,0
18785,1,0,0,0,0,0,0,0,0,0,0,0,0
18921,1,0,0,0,0,0,0,0,0,0,0,0,0
18788,1,0,0,0,0,0,0,0,0,0,0,0,0
18856,0,0,0,0,0,0,1,0,0,0,0,0,0
18818,1,0,0,0,0,0,0,0,0,0,0,0,0
18775,1,0,0,0,0,0,0,0,0,0,0,0,0
18787,1,0,0,0,0,0,0,0,0,0,0,0,0
18868,1,0,0,0,0,0,0,0,0,0,0,0,0
18842,1,0,0,0,0,0,0,0,0,0,0,0,0
18954,1,0,0,0,0,0,0,0,0,0,0,0,0
18867,0,0,0,0,0,0,1,0,0,0,0,0,0
18887,0,0,0,0,0,0,0,0,1,0,0,0,0
18932,0,0,0,0,0,0,0,0,1,0,0,0,0
18934,1,0,0,0,0,0,0,0,0,0,0,0,0
18815,1,0,0,0,0,0,0,0,0,0,0,0,0
18777,1,0,0,0,0,0,0,0,0,0,0,0,0
18914,0,0,0,0,0,1,0,0,0,0,0,0,0
18897,0,0,0,0,0,0,1,0,0,0,0,0,0
18792,1,0,0,0,0,0,0,0,0,0,0,0,0
18839,0,0,0,0,0,0,1,0,0,0,0,0,0
18928,0,0,0,0,0,0,0,0,1,0,0,0,0
18876,1,0,0,0,0,0,0,0,0,0,0,0,0
18828,1,0,0,0,0,0,0,0,0,0,0,0,0
18930,0,0,0,0,0,0,0,1,0,0,0,0,0
18824,1,0,0,0,0,0,0,0,0,0,0,0,0
18902,0,0,0,0,0,0,0,0,1,0,0,0,0
18858,0,0,0,0,0,1,0,0,0,0,0,0,0
18825,0,0,0,0,0,0,1,0,0,0,0,0,0
18946,1,0,0,0,0,0,0,0,0,0,0,0,0
18952,0,0,0,0,0,0,1,0,0,0,0,0,0
18874,0,0,0,0,0,0,1,0,0,0,0,0,0
18829,0,0,0,0,0,1,0,0,0,0,0,0,0
18845,0,0,0,0,0,0,1,0,0,0,0,0,0
18860,1,0,0,0,0,0,0,0,0,0,0,0,0
18909,1,0,0,0,0,0,0,0,0,0,0,0,0
18846,1,0,0,0,0,0,0,0,0,0,0,0,0
18817,0,0,0,0,0,1,0,0,0,0,0,0,0
18795,0,0,0,0,1,0,0,0,0,0,0,0,0
18895,1,0,0,0,0,0,0,0,0,0,0,0,0
18837,1,0,0,0,0,0,0,0,0,0,0,0,0
18870,0,0,0,0,0,0,1,0,0,0,0,0,0
18755,1,0,0,0,0,0,0,0,0,0,0,0,0
18910,0,0,0,0,0,0,1,0,0,0,0,0,0
18762,1,0,0,0,0,0,0,0,0,0,0,0,0
18866,0,0,0,0,1,0,0,0,0,0,0,0,0
18957,1,0,0,0,0,0,0,0,0,0,0,0,0
18827,0,0,0,0,0,0,1,0,0,0,0,0,0
18926,0,0,0,0,0,0,1,0,0,0,0,0,0
18853,0,0,0,0,0,0,1,0,0,0,0,0,0
18804,1,0,0,0,0,0,0,0,0,0,0,0,0
18904,0,0,0,0,0,0,1,0,0,0,0,0,0
18865,0,1,0,0,0,0,0,0,0,0,0,0,0
18813,0,0,0,0,0,1,0,0,0,0,0,0,0
18917,0,0,0,0,0,1,0,0,0,0,0,0,0
18960,0,0,0,0,0,0,1,0,0,0,0,0,0
18898,0,0,0,0,0,0,1,0,0,0,0,0,0
18886,0,0,0,0,0,0,1,0,0,0,0,0,0
18869,0,0,0,0,0,0,1,0,0,0,0,0,0
18899,0,0,0,0,0,0,1,0,0,0,0,0,0
18806,1,0,0,0,0,0,0,0,0,0,0,0,0
18927,0,0,0,0,0,0,1,0,0,0,0,0,0
18883,1,0,0,0,0,0,0,0,0,0,0,0,0
18798,1,0,0,0,0,0,0,0,0,0,0,0,0
18931,1,0,0,0,0,0,0,0,0,0,0,0,0
18836,1,0,0,0,0,0,0,0,0,0,0,0,0
18958,1,0,0,0,0,0,0,0,0,0,0,0,0
18938,0,0,0,0,0,0,1,0,0,0,0,0,0
18796,1,0,0,0,0,0,0,0,0,0,0,0,0
18890,0,0,0,0,0,0,0,0,1,0,0,0,0
18760,1,0,0,0,0,0,0,0,0,0,0,0,0
18757,1,0,0,0,0,0,0,0,0,0,0,0,0
18896,1,0,0,0,0,0,0,0,0,0,0,0,0
18875,0,0,0,0,0,0,1,0,0,0,0,0,0
18905,0,0,0,0,0,0,1,0,0,0,0,0,0
18878,0,0,0,0,0,0,1,0,0,0,0,0,0
18801,1,0,0,0,0,0,0,0,0,0,0,0,0
18891,0,1,0,0,0,0,0,0,0,0,0,0,0
18812,1,0,0,0,0,0,0,0,0,0,0,0,0
18816,1,0,0,0,0,0,0,0,0,0,0,0,0
18857,1,0,0,0,0,0,0,0,0,0,0,0,0
18843,1,0,0,0,0,0,0,0,0,0,0,0,0
18900,0,0,0,0,0,0,0,0,1,0,0,0,0
18911,0,0,0,0,0,1,0,0,0,0,0,0,0
18937,0,0,0,0,0,0,0,0,1,0,0,0,0
18789,1,0,0,0,0,0,0,0,0,0,0,0,0
18863,0,0,0,0,0,0,0,0,1,0,0,0,0
18942,0,0,0,0,0,1,0,0,0,0,0,0,0
18943,0,0,0,0,0,0,0,0,1,0,0,0,0
18903,0,0,0,0,0,0,1,0,0,0,0,0,0
18794,1,0,0,0,0,0,0,0,0,0,0,0,0
18918,1,0,0,0,0,0,0,0,0,0,0,0,0
18920,0,0,0,0,0,0,1,0,0,0,0,0,0
18882,1,0,0,0,0,0,0,0,0,0,0,0,0
18800,1,0,0,0,0,0,0,0,0,0,0,0,0
18915,1,0,0,0,0,0,0,0,0,0,0,0,0
18929,1,0,0,0,0,0,0,0,0,0,0,0,0
18972,1,0,0,0,0,0,0,0,0,0,0,0,0
18864,1,0,0,0,0,0,0,0,0,0,0,0,0
18880,0,0,0,0,0,0,0,0,1,0,0,0,0
18752,1,0,0,0,0,0,0,0,0,0,0,0,0
18768,1,0,0,0,0,0,0,0,0,0,0,0,0
18786,1,0,0,0,0,0,0,0,0,0,0,0,0
18807,0,0,0,0,0,1,0,0,0,0,0,0,0
18892,0,0,0,0,0,0,1,0,0,0,0,0,0
18862,1,0,0,0,0,0,0,0,0,0,0,0,0
18784,1,0,0,0,0,0,0,0,0,0,0,0,0
18774,1,0,0,0,0,0,0,0,0,0,0,0,0
18888,0,0,0,0,0,1,0,0,0,0,0,0,0
18769,1,0,0,0,0,0,0,0,0,0,0,0,0
18761,0,0,0,0,0,1,0,0,0,0,0,0,0
18872,1,0,0,0,0,0,0,0,0,0,0,0,0
18764,1,0,0,0,0,0,0,0,0,0,0,0,0
18809,1,0,0,0,0,0,0,0,0,0,0,0,0
18830,1,0,0,0,0,0,0,0,0,0,0,0,0
18912,1,0,0,0,0,0,0,0,0,0,0,0,0
18797,0,0,0,0,0,1,0,0,0,0,0,0,0
18765,1,0,0,0,0,0,0,0,0,0,0,0,0
18780,1,0,0,0,0,0,0,0,0,0,0,0,0
18791,1,0,0,0,0,0,0,0,0,0,0,0,0
18808,1,0,0,0,0,0,0,0,0,0,0,0,0
18841,0,0,0,0,1,0,0,0,0,0,0,0,0
18810,1,0,0,0,0,0,0,0,0,0,0,0,0
18763,1,0,0,0,0,0,0,0,0,0,0,0,0
18753,1,0,0,0,0,0,0,0,0,0,0,0,0
17488,1,0,0,0,0,0,0,0,0,0,0,0,0
17279,1,0,0,0,0,0,0,0,0,0,0,0,0
17472,1,0,0,0,0,0,0,0,0,0,0,0,0
17439,1,0,0,0,0,0,0,0,0,0,0,0,0
17414,1,0,0,0,0,0,0,0,0,0,0,0,0
17392,1,0,0,0,0,0,0,0,0,0,0,0,0
