id,segmentationSetId,wsi,segmentationQuality,{'Promyelocyte'},{'Myelocyte'},{'Monoblast'},{'Lymphocyte'},{'Metamyelocyte'},{'Myeloblast'},{'Erythroblast'},{'Lymphoblast'},{'Granulocyte'},{'Plasma cell'},"{'Promyelocyte', 'Erythroblast'}",{'erythrocyte'},{'Monocyte'},{'Megakaryozyt'}
15486,1,2,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
15469,1,2,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
15430,1,2,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
15377,1,2,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
15440,1,2,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
15484,1,2,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
15349,1,2,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
15396,1,2,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17204,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17193,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17118,1,3,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
17022,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17271,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17085,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17160,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17036,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17090,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17151,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17244,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17072,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17082,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17223,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17261,1,3,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
17049,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17078,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17161,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17069,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17077,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17095,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17137,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17010,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17243,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17038,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17089,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17148,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17167,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17055,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17183,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17135,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17245,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17196,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17159,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17221,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17249,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17012,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17071,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17109,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17043,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17101,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17060,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17094,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17040,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17184,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17199,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17246,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17027,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17035,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17105,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17091,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17194,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17134,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17256,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17009,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17178,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17064,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17070,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17189,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17019,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17096,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17145,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17187,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17203,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17023,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17195,1,3,{'Bad'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17190,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17048,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17003,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17198,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17044,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17232,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17142,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17083,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17169,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17138,1,3,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
17114,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17068,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17054,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17211,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17007,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17207,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17104,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17031,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17028,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17226,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17172,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17037,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17081,1,3,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
17228,1,3,{'Mediocre'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17074,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17170,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17144,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17026,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17030,1,3,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
17255,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17201,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17227,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17230,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17111,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17119,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17017,1,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17126,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17087,1,3,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
17156,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17041,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17014,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17240,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
17238,1,3,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18854,1,4,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
18935,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18831,1,4,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
18822,1,4,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
18884,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18773,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18754,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18767,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18766,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18850,1,4,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
18840,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18811,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18820,1,4,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
18776,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18756,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18793,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18790,1,4,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
18802,1,4,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
18781,1,4,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
18907,1,4,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
18855,1,4,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
18770,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18889,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18913,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18834,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18823,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18819,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
18805,1,4,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
18832,1,4,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
18799,1,4,{'Good'},0,0,0,0,0,0,0,1,0,0,0,0,0,0
18851,1,4,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
